"AREA","Community Tubes"
"AREA","Brinsworth and Catcliffe"
"TUBE","Hillbsborough Corner",433222,389608,46,41,46,47,38,33,39,38,32,34,42,36,34,34
"TUBE","82 Bawtry Road",440059,390854,-,51,57,59,52,47,52,48,43,49,57,52,50,44
"TUBE","98 Bawtry Road",440116,390800,-,51,57,59,51,48,55,47,45,44,56,51,52,49
"AREA","Local Transport Plan Tubes"
"TUBE","Redmires Road - Crimicar Lane",429644,386391,-,20,20,21,21,19,19,19,19,25,-,-,-,-
"TUBE","Coldwell Lane/Sandygate Road",431193,386798,-,26,27,26,25,25,26,22,22,24,24,23,23,20
"TUBE","Manchester Road/Sandygate Road",432074,387081,-,29,29,31,27,27,27,23,27,26,27,27,26,23
"TUBE","Manchester Road/Sale Hill",433013,386752,-,48,46,47,47,45,44,42,42,43,46,46,43,40
"TUBE","Whitham Road/Crookes",433327,386863,-,57,54,57,61,58,56,53,51,54,54,56,58,47
"TUBE","Whitham Road/Moor Oaks",433513,387034,-,48,50,52,52,52,54,50,52,48,50,48,50,42
"TUBE","Western Bank/Northumberland Road",433752,387230,-,42,45,46,44,44,42,39,39,41,41,40,42,33
"TUBE","Western Bank/Clarkson Road",434060,387228,-,53,50,45,51,49,51,48,49,47,50,48,51,47
"TUBE","Brook Hill/Favell Road",434352,387349,-,46,52,51,45,41,40,40,39,37,41,42,38,33
"TUBE","Upper Hanover Street/Hounsfield Road",434373,387181,-,34,34,37,35,33,33,31,33,32,36,34,35,29
"TUBE","Crimicar Road/Hallamshire Road",429793,385594,-,20,19,19,21,18,18,18,17,23,-,-,-,-
"TUBE","Crimicar Road/Brookhouse Hill",430355,385347,-,23,24,25,25,26,27,27,27,28,28,26,26,24
"TUBE","Fulwood Road/Tom Lane",431374,385750,-,27,28,24,26,24,24,25,22,24,25,23,23,20
"TUBE","Fulwood Road/Gladstone Road",431691,386027,-,32,30,32,29,28,31,30,31,28,31,29,30,26
"TUBE","Fulwood Road/Ashdell Road",432970,386681,-,32,33,32,33,30,31,31,29,31,32,30,30,26
"TUBE","Glossop Road/Peel Street",433319,386794,-,37,34,35,35,33,30,31,30,32,33,31,32,26
"TUBE","Glossop Road/Westbourne Road",433429,386729,-,38,37,39,37,36,37,39,36,38,40,38,44,41
"TUBE","Glossop Road/Clarkehouse Road",433904,386844,-,41,39,41,40,39,37,35,35,36,36,36,36,33
"TUBE","West Street/Regent Street",434664,387154,-,45,47,43,48,42,44,44,40,44,47,43,43,37
"TUBE","West Street/Leopold Street",435248,387366,-,52,48,49,55,46,47,45,49,47,48,47,47,41
"TUBE","Queens Road - G Casino",435807,386350,-,-,-,52,59,52,50,50,48,50,53,52,49,45
"TUBE","Queens Road - Asda",435695,385894,-,-,-,45,48,41,41,40,40,42,47,46,45,44
"TUBE","463 Queens Road",435492,385659,-,-,-,61,64,53,57,52,57,57,65,62,60,55
"TUBE","London Road -Sark Road",435182,385241,-,-,-,56,57,49,52,52,51,54,56,54,54,50
"TUBE","London Road -Ponsfords",435163,384990,-,-,-,59,62,53,57,52,51,51,57,56,55,49
"TUBE","Chesterfield Road - Meersbrook Park",434965,384613,-,-,-,56,60,54,53,57,53,55,63,56,54,50
"TUBE","513 Chesterfield Road",434682,383688,-,-,-,34,39,38,35,35,35,34,38,37,36,32
"TUBE","Chesterfield Road - Olivet Road",434860,382989,-,-,-,51,53,46,45,48,47,47,53,50,50,43
"TUBE","Chesterfield road -Charles Ashmore",434905,381873,-,-,-,37,38,33,33,32,32,32,32,32,37,34
"TUBE","Meadowhead Road",435137,381357,-,-,-,30,31,30,30,30,30,29,32,31,30,28
"TUBE","Lowfield School GH3",435239,385393,-,-,-,-,40,35,34,36,35,36,40,39,38,34
